"terrain_ruggedness_index","sws_mean","o2_mean","si_mean","thetao_mean","Freq","resp.var"
560,1.3,340,220,0,234,"out"
10,0,320,10,2,233,"in"
100,0.1,300,10,4,229,"in"
240,0.2,300,10,2,232,"in"
550,0.5,390,40,4,234,"out"
60,0,180,10,12,233,"in"
630,0.4,250,210,6,234,"out"
670,0.4,100,130,14,234,"out"
30,0.1,300,10,4,230,"in"
1100,1.1,0,80,16,234,"out"
50,0,290,10,6,233,"in"
40,0.1,310,0,2,233,"in"
10,0,290,10,2,216,"in"
270,0.4,160,230,10,234,"out"
1000,0.4,410,120,12,234,"out"
0,0,310,0,2,233,"in"
100,0,180,10,12,233,"in"
250,0.1,190,10,10,233,"in"
0,0.6,120,260,20,234,"out"
30,0.1,300,10,4,230,"in"
50,0,270,10,4,233,"in"
1000,0.2,210,190,14,234,"out"
840,0.8,100,20,4,234,"out"
10,0.1,290,10,6,211,"in"
100,1.1,330,100,14,234,"out"
660,0.4,90,100,4,234,"out"
690,1.1,80,50,14,234,"out"
170,0,190,10,12,233,"in"
320,0,260,30,12,234,"out"
40,0,220,10,14,232,"in"
50,0,250,10,10,233,"in"
170,0.9,300,270,16,234,"out"
1150,0.6,110,60,18,234,"out"
170,0.3,410,10,12,234,"out"
690,1.2,290,150,2,234,"out"
60,0.2,300,10,4,232,"in"
180,1.2,10,40,-2,234,"out"
790,0.2,170,290,6,234,"out"
110,0.2,300,10,4,231,"in"
40,0,300,10,0,231,"in"
20,0,250,0,14,232,"in"
50,0.1,260,10,8,230,"in"
20,0.1,290,10,2,218,"in"
10,0,270,10,8,222,"in"
20,0,280,10,6,208,"in"
1130,0.5,310,150,0,234,"out"
0,0,290,10,6,188,"in"
10,0.1,280,10,4,227,"in"
150,0.3,290,230,14,234,"out"
100,0.2,300,10,4,228,"in"
40,0,220,10,14,232,"in"
20,0.1,290,10,4,223,"in"
220,0.2,140,210,20,234,"out"
50,0,300,10,4,231,"in"
20,0,290,10,6,229,"in"
110,0.4,250,10,4,229,"in"
40,0,200,10,8,233,"in"
620,1.2,220,40,4,234,"out"
0,0,250,10,10,233,"in"
270,1.3,120,80,2,234,"out"
90,1.2,170,270,-2,234,"out"
50,0,200,10,12,232,"in"
110,0.2,290,10,4,232,"in"
40,0,220,10,8,233,"in"
0,0,260,10,8,231,"in"
1220,0.1,410,100,12,234,"out"
820,0,280,70,20,234,"out"
0,0.1,300,10,0,232,"in"
580,1.3,300,0,12,234,"out"
80,0,300,10,0,233,"in"
230,0,210,10,12,233,"in"
1180,0,350,40,14,234,"out"
10,0,280,10,4,219,"in"
0,0,290,10,4,108,"in"
1140,0.5,240,210,4,234,"out"
30,0,310,10,2,233,"in"
50,0,190,10,10,232,"in"
500,0.7,230,50,18,234,"out"
10,0,300,10,2,166,"in"
40,0,260,10,4,233,"in"
340,0,300,10,2,233,"in"
20,0,290,10,4,227,"in"
20,0.1,290,0,6,233,"in"
190,0.9,240,80,10,234,"out"
100,0,190,10,12,233,"in"
0,0,320,10,0,229,"in"
30,0,250,10,10,230,"in"
40,0.1,310,0,4,233,"in"
30,0,300,10,2,220,"in"
20,0.1,290,0,6,233,"in"
40,0,220,10,12,233,"in"
160,0.1,310,10,2,228,"in"
20,0,290,10,2,229,"in"
210,0.1,300,10,2,231,"in"
1150,1.2,340,250,-2,234,"out"
30,0,260,10,10,232,"in"
600,0.3,150,290,6,234,"out"
1130,1.3,0,210,-2,234,"out"
0,0,340,10,0,232,"in"
10,0,310,0,2,233,"in"
130,0.7,30,100,2,234,"out"
70,0.2,300,10,4,229,"in"
740,1,70,100,2,234,"out"
80,0.2,300,10,4,227,"in"
180,1.1,240,180,10,234,"out"
140,0,210,10,8,233,"in"
160,1,410,70,4,234,"out"
300,1.1,380,230,2,234,"out"
40,0,250,10,10,232,"in"
220,0.2,300,10,4,231,"in"
100,0.2,300,10,4,228,"in"
250,0,180,10,12,233,"in"
660,0.7,180,0,14,234,"out"
160,0.1,230,10,6,226,"in"
60,0,250,10,10,233,"in"
30,0,300,10,4,230,"in"
1210,1,390,130,20,234,"out"
70,0.1,300,0,6,231,"in"
10,0,290,10,0,233,"in"
380,1.3,160,150,0,234,"out"
170,0,260,10,4,233,"in"
1010,0.4,320,140,10,234,"out"
480,1,60,190,6,234,"out"
30,0,220,10,8,230,"in"
60,0,220,10,8,232,"in"
930,0.7,210,260,14,234,"out"
30,0,220,10,8,230,"in"
810,0.2,0,90,-2,234,"out"
30,0,250,10,10,230,"in"
20,0,220,10,12,231,"in"
700,0,400,110,6,234,"out"
240,0.4,130,110,14,234,"out"
970,0.8,140,300,0,234,"out"
940,1.1,360,170,8,234,"out"
40,1.3,100,110,2,234,"out"
760,1.3,340,160,4,234,"out"
1060,1,90,150,-2,234,"out"
110,0,210,10,8,232,"in"
360,0.8,60,290,0,234,"out"
10,0,320,10,2,233,"in"
50,0.8,230,40,6,234,"out"
70,0.1,240,0,12,232,"in"
10,0,200,10,14,233,"in"
590,0,180,10,10,233,"in"
250,0.1,190,10,10,233,"in"
40,0.1,240,0,14,231,"in"
230,1.2,220,220,12,234,"out"
950,0.1,190,110,6,234,"out"
30,0.1,300,10,4,230,"in"
60,0.1,300,10,4,227,"in"
430,0.2,90,140,10,234,"out"
20,0,290,10,2,229,"in"
100,0.3,290,10,0,233,"in"
360,0.1,330,110,2,234,"out"
480,0.5,360,40,0,234,"out"
180,0,190,10,12,233,"in"
1210,0.9,350,150,4,234,"out"
40,0.1,230,10,14,233,"in"
10,0,290,10,0,233,"in"
110,0.1,300,10,4,226,"in"
10,0,320,10,0,227,"in"
0,0,280,10,4,176,"in"
10,0,290,10,2,216,"in"
10,0.1,310,10,2,230,"in"
40,0,260,10,4,233,"in"
140,0,200,10,10,233,"in"
290,0.5,0,250,4,234,"out"
1030,0.4,170,300,10,234,"out"
90,0.1,310,10,4,233,"in"
160,0.1,230,10,6,226,"in"
10,0,310,10,0,223,"in"
500,1.3,260,30,0,234,"out"
1030,1.1,340,90,8,234,"out"
40,0.1,310,0,4,233,"in"
200,0,200,10,12,233,"in"
250,0.1,300,10,2,231,"in"
70,0.1,280,10,6,232,"in"
100,0.2,300,10,4,228,"in"
160,0.2,290,10,4,232,"in"
170,0,260,10,4,233,"in"
10,0,310,0,2,233,"in"
200,0,200,10,12,233,"in"
70,0.1,250,10,8,232,"in"
90,0,220,10,6,232,"in"
1220,0.3,170,240,-2,234,"out"
110,0,190,10,10,233,"in"
10,0,290,10,0,233,"in"
140,0.1,30,210,4,234,"out"
120,1.2,190,280,8,234,"out"
260,1.2,250,100,10,234,"out"
220,0,370,10,6,234,"out"
690,0.2,390,290,-2,234,"out"
20,0,240,10,10,233,"in"
200,0,230,10,6,233,"in"
70,0,190,10,10,233,"in"
10,0.1,280,10,4,227,"in"
250,0.1,300,10,2,231,"in"
260,1,240,20,4,234,"out"
770,1,340,300,10,234,"out"
570,0.9,200,220,8,234,"out"
50,0,290,10,6,233,"in"
1120,0.9,60,0,20,234,"out"
70,0.1,220,10,12,233,"in"
200,0,230,10,6,233,"in"
90,0.1,300,10,2,226,"in"
30,0.1,280,10,6,228,"in"
880,0.2,140,150,20,234,"out"
50,0,290,10,6,233,"in"
0,0,270,10,10,233,"in"
1140,0.5,260,150,6,234,"out"
0,0,340,10,0,232,"in"
170,0.7,110,100,0,234,"out"
50,0,220,10,8,233,"in"
780,0,360,190,14,234,"out"
830,1.3,380,240,12,234,"out"
10,0,200,10,14,233,"in"
240,0.2,300,10,2,232,"in"
250,0,180,10,12,233,"in"
40,0,220,10,8,233,"in"
570,0.2,220,60,6,234,"out"
10,0.6,80,60,4,234,"out"
50,0,200,10,12,232,"in"
20,0.1,280,10,4,233,"in"
630,0.3,10,190,14,234,"out"
160,0.2,300,10,4,233,"in"
1090,1.1,130,40,-2,234,"out"
30,0,310,10,4,230,"in"
20,0,270,10,10,230,"in"
40,0,190,10,10,232,"in"
1040,0.8,270,140,0,234,"out"
0,0.2,80,100,8,234,"out"
20,0.1,290,0,6,233,"in"
50,0.1,300,0,6,233,"in"
510,0.2,390,40,0,234,"out"
80,0,200,10,12,233,"in"
60,0.2,300,10,4,232,"in"
20,0.1,290,10,4,223,"in"
20,0,290,10,2,229,"in"
640,0.2,100,200,12,234,"out"
340,0,300,10,2,233,"in"
250,0.1,300,10,2,231,"in"
20,0,270,10,8,233,"in"
1220,0.1,260,280,8,234,"out"
400,0.3,220,0,12,234,"out"
70,0.1,280,10,6,232,"in"
70,0.2,250,10,8,233,"in"
30,0,290,10,6,203,"in"
650,0.9,150,140,10,234,"out"
140,0,300,10,2,227,"in"
210,0.1,300,10,2,231,"in"
850,1.1,330,20,14,234,"out"
840,0,240,70,12,234,"out"
30,0.6,390,270,2,234,"out"
1120,1.1,80,30,20,234,"out"
460,0.4,270,150,16,234,"out"
60,0.1,300,10,4,227,"in"
100,0,210,10,12,230,"in"
50,0,200,10,12,232,"in"
20,0,200,10,14,233,"in"
100,0.2,290,10,4,233,"in"
870,0.3,140,270,20,234,"out"
30,0,300,10,4,230,"in"
30,0,260,20,4,233,"in"
20,0,190,10,10,226,"in"
20,0.1,290,10,4,223,"in"
790,0.8,410,180,4,234,"out"
220,0.5,0,20,6,234,"out"
50,0,300,0,6,233,"in"
0,0,270,10,10,233,"in"
20,0,290,10,2,229,"in"
880,0.9,210,190,6,234,"out"
1250,1.2,30,230,-2,234,"out"
30,0.1,290,10,4,231,"in"
10,0,220,10,6,232,"in"
40,0,220,10,8,233,"in"
20,0,190,10,10,226,"in"
250,0.5,290,190,14,234,"out"
80,1.1,240,230,20,234,"out"
40,0.1,300,10,2,211,"in"
10,0.2,300,10,4,225,"in"
10,0.1,280,10,4,227,"in"
40,0,220,10,14,232,"in"
1060,0.5,380,100,20,234,"out"
10,0,290,10,6,142,"in"
290,0.3,220,10,8,231,"in"
20,0.1,300,10,2,231,"in"
620,1.3,100,220,18,234,"out"
30,0,300,10,4,230,"in"
230,0,250,20,4,227,"in"
20,0,260,10,10,208,"in"
1250,1,320,180,0,234,"out"
10,0,220,10,6,232,"in"
30,0,200,10,14,233,"in"
160,0.2,300,10,4,233,"in"
20,0,290,10,8,232,"in"
190,0,220,10,6,233,"in"
200,0.2,220,10,6,229,"in"
730,0.3,280,160,10,234,"out"
1190,1.3,70,240,0,234,"out"
440,0.4,380,100,14,234,"out"
80,0.2,300,10,4,227,"in"
110,0.2,300,10,4,231,"in"
480,0.5,50,160,8,234,"out"
50,0.1,270,10,8,227,"in"
50,0,200,10,12,232,"in"
630,1.3,410,70,20,234,"out"
890,1.2,0,170,10,234,"out"
40,0,300,10,4,233,"in"
250,0,180,10,12,233,"in"
160,0.1,210,10,8,233,"in"
230,1.3,110,20,16,234,"out"
30,0,300,10,4,230,"in"
700,1.3,320,240,8,234,"out"
140,0.2,290,10,4,233,"in"
0,0,290,10,6,188,"in"
60,1.2,170,40,8,234,"out"
340,0.8,70,130,-2,234,"out"
270,1,410,280,20,234,"out"
980,0,20,200,18,234,"out"
10,0.1,280,10,6,229,"in"
920,0.4,230,40,0,234,"out"
710,0.4,280,160,10,234,"out"
210,0.1,300,10,2,231,"in"
40,0.6,190,130,4,234,"out"
290,0.3,220,10,8,231,"in"
120,0,300,10,2,231,"in"
790,1.2,180,230,6,234,"out"
50,0.1,300,10,4,232,"in"
40,0.1,260,10,8,207,"in"
1140,0.7,40,280,10,234,"out"
20,0,220,10,8,232,"in"
100,0,210,10,8,233,"in"
40,0,250,10,10,232,"in"
430,0.8,400,20,14,234,"out"
200,0.1,230,10,10,233,"in"
30,0.1,290,0,6,232,"in"
0,0,340,10,0,232,"in"
20,0,260,10,4,233,"in"
850,0.6,220,260,2,234,"out"
910,1.2,50,0,18,234,"out"
550,0.9,150,290,0,234,"out"
1040,0.5,390,80,8,234,"out"
250,0.1,190,10,10,233,"in"
50,0,270,10,4,233,"in"
280,0,240,10,6,226,"in"
110,0.1,200,10,10,231,"in"
1050,1,400,230,12,234,"out"
1110,0,310,170,6,234,"out"
150,0.1,190,10,10,233,"in"
0,0,340,10,0,232,"in"
30,0,300,10,0,231,"in"
40,0,300,10,0,231,"in"
120,0,230,10,6,233,"in"
60,0.1,300,0,6,233,"in"
140,0,200,10,10,233,"in"
0,0,300,10,4,231,"in"
0,0,320,10,2,233,"in"
530,0.9,40,20,-2,234,"out"
1260,0.3,350,90,16,234,"out"
20,0,220,10,8,232,"in"
20,0,240,10,10,233,"in"
30,0.1,290,10,4,231,"in"
140,0,300,10,2,227,"in"
880,0.8,100,170,12,234,"out"
710,0.5,380,40,0,234,"out"
40,0,290,10,4,233,"in"
790,0,350,280,6,234,"out"
30,0,290,10,6,203,"in"
80,0,240,10,8,223,"in"
260,0.1,280,10,4,232,"in"
460,0,60,120,20,234,"out"
290,0.2,250,0,12,234,"out"
30,0,210,10,12,233,"in"
190,0,240,10,10,232,"in"
1180,0.9,220,170,10,234,"out"
100,0,180,10,12,233,"in"
200,0.1,300,10,16,234,"out"
280,0,190,10,12,233,"in"
270,0.3,100,80,-2,234,"out"
70,0.2,300,10,4,229,"in"
10,0.1,280,10,6,229,"in"
560,0.2,130,80,10,234,"out"
110,0.2,290,10,4,232,"in"
1210,0.9,410,50,6,234,"out"
30,0,300,10,4,230,"in"
280,0,300,10,2,230,"in"
60,0.1,300,0,6,233,"in"
10,0,320,10,2,233,"in"
60,0,300,10,2,233,"in"
10,0,290,10,6,142,"in"
890,1.3,130,180,-2,234,"out"
140,0,300,10,2,227,"in"
0,0,280,10,4,176,"in"
1010,0.8,30,160,2,234,"out"
20,0,290,10,8,232,"in"
10,0,270,10,8,222,"in"
120,0.1,300,10,2,232,"in"
1100,1,280,60,12,234,"out"
200,0,200,10,12,233,"in"
40,0,310,10,4,232,"in"
610,0.3,230,20,16,234,"out"
20,0,310,10,2,231,"in"
590,0.9,0,170,10,234,"out"
1150,1,300,100,18,234,"out"
130,0.2,240,10,4,232,"in"
70,0,230,10,6,217,"in"
1240,1,260,200,14,234,"out"
10,0,320,10,2,233,"in"
60,0,190,10,10,230,"in"
60,0,250,10,10,233,"in"
0,0.1,170,140,6,234,"out"
10,0.1,280,10,6,229,"in"
200,0,230,10,6,233,"in"
30,0.1,300,0,6,233,"in"
40,0,300,10,0,231,"in"
40,0,300,10,4,233,"in"
80,0,220,10,8,233,"in"
0,0,260,10,8,231,"in"
40,0.1,240,0,14,231,"in"
230,0,250,20,4,227,"in"
750,0.3,20,90,20,234,"out"
870,0.5,260,70,14,234,"out"
90,0,220,10,6,232,"in"
100,0.3,290,10,0,233,"in"
20,0,220,10,6,233,"in"
170,0,260,10,4,233,"in"
30,0.1,300,10,2,231,"in"
240,0.2,300,10,2,232,"in"
360,0.3,320,50,18,234,"out"
30,0,210,10,12,233,"in"
250,0.5,330,110,20,234,"out"
10,0,320,10,2,233,"in"
60,0,250,10,10,233,"in"
680,0.1,310,190,10,234,"out"
70,0.1,250,10,8,232,"in"
10,0.1,290,10,6,211,"in"
300,0,170,40,14,234,"out"
280,0,240,10,6,226,"in"
500,1,320,290,8,234,"out"
30,0.1,290,10,4,231,"in"
0,0,310,10,0,223,"in"
30,0,230,10,10,232,"in"
70,0.1,280,10,6,232,"in"
320,0.1,310,150,6,234,"out"
490,0.9,50,10,20,234,"out"
130,0,180,10,12,233,"in"
20,0,200,10,12,233,"in"
230,0,250,20,4,227,"in"
140,0,250,180,6,234,"out"
20,0.1,280,10,6,231,"in"
80,0,240,10,8,223,"in"
190,0.3,290,100,-2,234,"out"
70,0.2,260,10,8,232,"in"
160,0.1,230,10,6,226,"in"
100,0.3,290,10,0,233,"in"
100,0.1,300,10,4,229,"in"
70,0.1,240,0,12,232,"in"
40,0.9,110,130,6,234,"out"
20,0.4,350,270,18,234,"out"
200,0,230,10,6,233,"in"
80,0.1,310,0,4,232,"in"
20,0.1,280,10,6,231,"in"
20,0,300,10,2,211,"in"
230,0,250,20,4,227,"in"
170,0.2,260,30,2,234,"out"
600,1.2,350,210,20,234,"out"
120,0,230,10,6,233,"in"
1000,0.6,280,250,16,234,"out"
1000,0.1,410,240,12,234,"out"
20,0,300,10,4,220,"in"
310,0,180,10,12,233,"in"
90,0,220,10,6,232,"in"
20,0.1,300,10,2,231,"in"
80,0,200,10,12,233,"in"
80,0,290,10,4,233,"in"
0,0,260,10,10,208,"in"
0,0,310,10,2,215,"in"
10,0.1,290,10,6,211,"in"
220,0.2,300,10,4,231,"in"
270,0.5,310,220,16,234,"out"
0,0,250,10,10,233,"in"
0,0,300,10,2,222,"in"
40,0,290,10,4,233,"in"
20,0,310,0,4,233,"in"
40,0,300,10,4,233,"in"
30,0,260,20,4,233,"in"
190,0.3,50,110,10,234,"out"
0,0,320,10,2,233,"in"
120,0,300,10,2,231,"in"
240,0.4,80,280,16,234,"out"
10,0,290,10,4,104,"in"
230,0.1,240,70,4,234,"out"
160,0.5,270,130,4,234,"out"
130,0,180,10,12,233,"in"
10,0,300,10,2,166,"in"
30,0,220,10,8,230,"in"
40,0,200,10,8,233,"in"
160,0.2,290,10,4,232,"in"
40,0,300,10,4,233,"in"
30,0.4,10,290,20,234,"out"
1100,0.6,330,250,6,234,"out"
1150,1.3,70,240,12,234,"out"
1240,1,100,70,16,234,"out"
10,0,220,10,6,232,"in"
20,0,190,10,10,226,"in"
40,0,290,10,4,233,"in"
80,0,200,10,12,233,"in"
20,0,200,10,12,233,"in"
40,0,220,10,14,232,"in"
800,1.2,260,40,-2,234,"out"
70,0,230,10,6,217,"in"
1190,0.9,90,10,20,234,"out"
0,0,320,10,2,233,"in"
40,0.1,260,10,8,207,"in"
360,0.6,280,110,8,234,"out"
770,0.5,260,0,16,234,"out"
250,0.8,360,210,14,234,"out"
40,0,200,10,8,233,"in"
10,0,280,10,4,219,"in"
710,1.2,270,240,16,234,"out"
110,0,210,10,8,232,"in"
210,1.2,390,0,16,234,"out"
60,0,190,10,10,230,"in"
70,0.2,250,10,8,233,"in"
260,0,260,10,4,233,"in"
30,0,310,10,2,233,"in"
60,0,220,10,8,232,"in"
70,0.1,220,10,12,233,"in"
630,1.1,80,110,-2,234,"out"
260,0.1,180,150,8,234,"out"
690,1.2,230,250,20,234,"out"
80,0.1,310,0,4,232,"in"
50,0,300,10,4,231,"in"
150,0.1,190,10,10,233,"in"
50,0,300,10,4,231,"in"
100,0.2,290,10,4,233,"in"
20,0,260,10,10,208,"in"
1260,0.6,410,270,0,234,"out"
30,0,270,10,10,232,"in"
30,0,300,10,4,230,"in"
210,0.7,40,140,-2,234,"out"
10,0.1,280,10,4,227,"in"
130,0.2,240,10,4,232,"in"
150,0.1,190,10,10,233,"in"
280,0,240,10,6,226,"in"
0,0.1,310,10,2,224,"in"
310,0.1,300,10,2,232,"in"
70,0.1,240,0,12,232,"in"
0,0,260,10,8,231,"in"
670,0.3,330,110,8,234,"out"
60,0,300,10,2,233,"in"
20,0.1,280,10,6,231,"in"
90,1.3,180,20,20,234,"out"
290,0.3,220,10,8,231,"in"
10,0,320,10,2,233,"in"
1090,0.9,340,130,10,234,"out"
0,0,300,10,2,222,"in"
260,0.2,300,10,2,233,"in"
1220,1.3,30,130,8,234,"out"
30,0.1,290,10,4,231,"in"
510,0.6,150,60,20,234,"out"
30,0,270,0,10,233,"in"
240,0.9,160,280,-2,234,"out"
10,0.1,300,10,2,217,"in"
40,0.1,310,10,4,233,"in"
510,1.2,130,120,6,234,"out"
170,0.1,240,10,8,230,"in"
0,0,300,10,4,231,"in"
10,0,320,10,2,233,"in"
1100,0.2,350,190,0,234,"out"
1180,0.6,240,100,14,234,"out"
200,0,230,10,6,233,"in"
380,0.8,120,100,10,234,"out"
30,0,270,10,10,232,"in"
860,1.1,300,20,2,234,"out"
240,0.2,300,10,2,232,"in"
30,0.1,280,10,6,228,"in"
1000,0.1,390,130,6,234,"out"
20,0.1,290,10,6,233,"in"
80,0.1,300,10,2,218,"in"
70,0,190,10,10,233,"in"
590,0,180,10,10,233,"in"
170,0,190,10,12,233,"in"
10,0,310,0,2,233,"in"
20,0,290,10,6,229,"in"
80,0,220,10,8,233,"in"
210,0.1,300,10,2,231,"in"
100,0.1,300,10,2,229,"in"
10,0,270,10,8,222,"in"
20,0,250,0,14,232,"in"
30,0,220,10,8,230,"in"
390,0.6,200,170,6,234,"out"
30,0.1,300,10,2,231,"in"
350,1.3,130,70,12,234,"out"
880,1.1,380,0,4,234,"out"
10,0.1,280,10,6,229,"in"
80,0,300,10,0,233,"in"
970,0.9,400,190,8,234,"out"
160,0.2,300,10,4,233,"in"
0,0,320,10,0,229,"in"
760,0.4,30,170,6,234,"out"
20,0,190,10,10,226,"in"
140,0.2,300,10,4,231,"in"
930,0.8,0,20,8,234,"out"
80,0.2,0,250,14,234,"out"
30,0.2,280,10,4,233,"in"
140,0.2,300,10,4,231,"in"
170,0.1,240,10,8,230,"in"
720,0,240,110,12,234,"out"
80,0.1,310,0,4,232,"in"
160,0.2,290,10,4,232,"in"
10,0,320,10,2,233,"in"
1000,1,390,150,8,234,"out"
600,0.1,20,180,16,234,"out"
380,1.1,160,300,6,234,"out"
40,0,190,10,10,232,"in"
1100,1,290,90,2,234,"out"
0,0,300,10,2,222,"in"
30,0.1,300,10,4,230,"in"
980,0.7,180,170,20,234,"out"
340,0.1,140,240,18,234,"out"
10,0,300,10,2,166,"in"
640,0.8,410,210,18,234,"out"
160,0.1,210,10,8,233,"in"
1060,0.3,200,190,20,234,"out"
680,0.4,120,20,6,234,"out"
0,0,320,0,0,232,"in"
1250,0.8,400,0,-2,234,"out"
70,0.2,250,10,8,233,"in"
110,0.1,200,10,10,231,"in"
60,0,300,10,2,233,"in"
0,0,310,10,0,223,"in"
0,0,260,10,10,208,"in"
20,0,220,10,8,232,"in"
220,0.2,300,10,4,231,"in"
120,0.6,360,160,20,234,"out"
1210,0.5,410,260,20,234,"out"
30,0,310,10,2,233,"in"
60,0.1,300,10,4,227,"in"
200,0,200,10,12,233,"in"
1230,1.2,40,240,6,234,"out"
200,0,200,10,12,233,"in"
40,0,220,10,8,233,"in"
960,1,410,20,0,234,"out"
20,0,200,10,12,233,"in"
1250,0.8,370,120,10,234,"out"
70,0.1,300,10,4,231,"in"
330,0.6,120,30,0,234,"out"
140,0.2,290,10,4,233,"in"
100,0,200,10,12,233,"in"
1010,0.4,170,250,8,234,"out"
800,0,220,130,12,234,"out"
840,0.4,210,60,6,234,"out"
840,0.3,330,40,14,234,"out"
670,0.2,350,70,-2,234,"out"
590,0,180,10,10,233,"in"
250,0,180,10,12,233,"in"
160,0.1,310,10,2,228,"in"
70,0.1,280,10,6,232,"in"
0,0,250,10,10,233,"in"
40,0.1,310,10,4,233,"in"
160,0.1,230,10,6,226,"in"
0,0,280,10,4,176,"in"
160,0.2,290,10,4,232,"in"
140,0,210,10,8,233,"in"
680,0,350,130,12,234,"out"
30,0,210,10,8,232,"in"
30,0,230,10,10,232,"in"
70,0,230,10,6,217,"in"
0,0,290,10,4,108,"in"
1230,0.5,30,260,20,234,"out"
10,0,310,10,0,223,"in"
100,0.2,290,10,4,233,"in"
310,0,180,10,12,233,"in"
100,0,180,10,12,233,"in"
0,0,270,10,10,233,"in"
120,0.7,80,200,0,234,"out"
250,1.2,20,190,4,234,"out"
160,0.1,210,10,8,233,"in"
30,0,300,10,0,231,"in"
160,0.1,310,10,2,228,"in"
10,0.1,310,10,2,230,"in"
780,1.2,140,30,4,234,"out"
10,0,310,10,0,223,"in"
0,0.1,320,10,0,233,"in"
160,0.6,100,100,4,234,"out"
960,0.1,250,170,-2,234,"out"
180,0,190,10,12,233,"in"
20,0.1,280,10,6,231,"in"
900,0.8,390,220,2,234,"out"
670,1.3,20,50,6,234,"out"
10,0.1,290,10,6,211,"in"
190,0,220,10,6,233,"in"
50,0,250,10,10,233,"in"
110,0,190,10,10,233,"in"
1120,0.7,390,20,8,234,"out"
280,0,300,10,2,230,"in"
330,0,260,10,4,233,"in"
20,0,220,10,12,231,"in"
30,0,220,10,6,232,"in"
140,0.5,400,170,4,234,"out"
510,0.1,260,230,8,234,"out"
20,0,200,10,14,233,"in"
10,0.1,310,10,2,230,"in"
170,0.1,240,10,8,230,"in"
270,0.5,410,90,18,234,"out"
70,0.1,280,10,6,232,"in"
210,0.1,300,10,2,231,"in"
110,0.1,300,10,4,226,"in"
490,1.3,380,110,-2,234,"out"
10,0,270,0,10,226,"in"
80,0.1,300,10,4,233,"in"
20,0,190,10,12,232,"in"
100,0,210,10,8,233,"in"
110,0.3,20,60,4,234,"out"
10,0,220,10,6,232,"in"
710,1.1,240,180,18,234,"out"
60,0.6,390,70,2,234,"out"
10,0,290,10,2,216,"in"
