"terrain_ruggedness_index","sws_mean","o2_mean","si_mean","thetao_mean","Freq","resp.var"
260,0.1,300,10,2,232,"in"
590,0,180,10,10,233,"in"
90,0.1,300,10,2,226,"in"
10,0,220,10,6,232,"in"
140,0,210,10,8,233,"in"
30,0,270,0,10,233,"in"
10,0,290,10,8,227,"in"
180,0.1,290,10,4,228,"in"
40,0,300,10,4,233,"in"
20,0,220,10,8,232,"in"
40,0,310,10,4,232,"in"
10,0,260,10,10,183,"in"
110,0.1,300,10,4,226,"in"
70,0.1,280,10,6,232,"in"
30,0.1,280,10,6,228,"in"
50,0.1,260,10,8,230,"in"
10,0.1,290,10,6,211,"in"
50,0,250,10,10,233,"in"
310,0,180,10,12,233,"in"
30,0,230,10,10,232,"in"
50,0.1,300,10,4,232,"in"
140,0,300,10,2,227,"in"
170,0,240,20,4,221,"in"
20,0,200,10,14,233,"in"
90,0.1,300,10,2,226,"in"
60,0.1,300,0,6,233,"in"
50,0,290,10,6,233,"in"
140,0.2,300,10,4,231,"in"
0,0.1,300,10,0,232,"in"
100,0.1,300,10,2,229,"in"
80,0.1,310,0,4,232,"in"
60,0.2,300,10,4,232,"in"
80,0,290,10,4,233,"in"
30,0,260,10,10,232,"in"
60,0,190,10,10,230,"in"
20,0,200,10,14,233,"in"
100,0,210,10,8,233,"in"
140,0.2,290,10,4,233,"in"
120,0,230,10,6,233,"in"
120,0.1,300,10,2,232,"in"
0,0,300,10,2,222,"in"
110,0,190,10,10,233,"in"
160,0.1,200,10,8,233,"in"
10,0,270,10,10,221,"in"
140,0.2,300,10,4,231,"in"
20,0.1,290,10,2,218,"in"
10,0.1,290,10,6,211,"in"
20,0.1,290,10,4,223,"in"
10,0,310,10,2,201,"in"
0,0.1,320,10,0,233,"in"
10,0.1,310,10,2,230,"in"
110,0.2,290,10,4,232,"in"
10,0.1,300,10,2,217,"in"
310,0.1,300,10,2,232,"in"
180,0.1,290,10,4,228,"in"
10,0,300,10,0,175,"in"
30,0,270,0,10,233,"in"
10,0,290,10,2,216,"in"
200,0,200,10,12,233,"in"
60,0.1,300,10,4,227,"in"
180,0,190,10,12,233,"in"
10,0,260,10,10,183,"in"
100,0.2,300,10,4,228,"in"
100,0,210,10,12,230,"in"
10,0,220,10,10,233,"in"
0,0,290,10,4,108,"in"
10,0.1,290,10,6,211,"in"
40,0.1,240,0,14,231,"in"
110,0,190,10,10,233,"in"
40,0.1,300,10,4,221,"in"
190,0,240,10,10,232,"in"
0,0,310,0,2,233,"in"
40,0,310,10,4,232,"in"
240,0.2,300,10,2,232,"in"
10,0.1,280,10,4,227,"in"
20,0,300,10,0,208,"in"
10,0,310,10,2,201,"in"
10,0,290,10,8,227,"in"
40,0,220,10,8,233,"in"
170,0.1,230,10,10,233,"in"
10,0,220,10,10,233,"in"
0,0,300,10,2,222,"in"
30,0.1,280,10,6,228,"in"
30,0,230,10,10,232,"in"
110,0.1,300,10,4,226,"in"
160,0.2,290,10,4,232,"in"
170,0.1,230,10,10,233,"in"
250,0.1,190,10,10,233,"in"
220,0.2,300,10,4,231,"in"
100,0.2,300,10,4,228,"in"
70,0.1,220,10,12,233,"in"
0,0,310,0,2,233,"in"
40,0,250,10,10,232,"in"
60,0.1,300,10,4,227,"in"
10,0,260,10,8,217,"in"
50,0,250,10,10,233,"in"
0,0,320,10,2,233,"in"
100,0.2,290,10,4,233,"in"
0,0,320,10,2,233,"in"
120,0,230,10,6,233,"in"
30,0,190,10,10,232,"in"
160,0.2,300,10,4,233,"in"
200,0.1,230,10,10,233,"in"
40,0,250,10,10,232,"in"
20,0.1,280,10,4,233,"in"
40,0,300,10,2,230,"in"
50,0,270,0,10,232,"in"
30,0,230,10,10,232,"in"
10,0,300,10,4,210,"in"
110,0.4,250,10,4,229,"in"
30,0,290,10,6,203,"in"
40,0.1,300,10,4,221,"in"
10,0,250,10,10,225,"in"
180,0,190,10,12,233,"in"
110,0.1,300,10,4,226,"in"
120,0,230,10,6,233,"in"
0,0.1,320,10,0,233,"in"
20,0.1,300,10,4,232,"in"
30,0.2,280,10,4,233,"in"
60,0,220,10,8,232,"in"
30,0,300,10,4,230,"in"
30,0,250,10,10,230,"in"
10,0,290,10,0,233,"in"
0,0,300,10,2,222,"in"
90,0,190,10,10,233,"in"
10,0,320,10,0,227,"in"
20,0,290,10,8,232,"in"
250,0.2,300,10,2,232,"in"
0,0,270,10,10,233,"in"
0,0.1,300,10,0,232,"in"
20,0.1,280,10,6,231,"in"
40,0,250,10,10,232,"in"
300,0.1,300,10,4,233,"in"
50,0,200,10,12,232,"in"
80,0,190,10,10,233,"in"
110,0,190,10,10,233,"in"
250,0,180,10,12,233,"in"
160,0.1,230,10,6,226,"in"
20,0,200,10,12,233,"in"
100,0.2,290,10,4,233,"in"
30,0,220,10,12,232,"in"
10,0,290,10,0,233,"in"
50,0,190,10,10,232,"in"
20,0,290,10,8,232,"in"
170,0.2,290,10,4,228,"in"
0,0,320,0,0,232,"in"
20,0,260,10,10,208,"in"
160,0.2,300,10,4,233,"in"
0,0,250,10,10,233,"in"
50,0.1,260,10,8,230,"in"
10,0,280,10,4,219,"in"
50,0,270,0,10,232,"in"
90,0.1,310,10,4,233,"in"
190,0,240,10,10,232,"in"
250,0,180,10,12,233,"in"
10,0,290,10,2,216,"in"
0,0,310,10,2,215,"in"
40,0,220,10,8,233,"in"
220,0.2,300,10,4,231,"in"
10,0,270,10,4,233,"in"
30,0,310,10,2,233,"in"
10,0,310,0,2,233,"in"
290,0.3,220,10,8,231,"in"
0,0,310,10,0,223,"in"
20,0,220,10,8,232,"in"
100,0,180,10,12,233,"in"
200,0,230,10,6,233,"in"
80,0,190,10,10,233,"in"
70,0.1,240,0,12,232,"in"
50,0,300,0,6,233,"in"
30,0.1,300,10,4,230,"in"
140,0,300,10,2,227,"in"
180,0,190,10,12,233,"in"
20,0.1,290,0,6,233,"in"
110,0.1,300,10,4,226,"in"
160,0.1,310,10,2,228,"in"
10,0,260,10,8,217,"in"
10,0,300,10,4,210,"in"
0,0,300,10,4,231,"in"
60,0,250,10,10,233,"in"
20,0,220,10,6,233,"in"
20,0,300,10,0,208,"in"
10,0,290,10,2,216,"in"
40,0.1,230,10,14,233,"in"
180,0,190,10,12,233,"in"
0,0,290,10,6,188,"in"
60,0.2,300,10,4,232,"in"
10,0,320,10,2,233,"in"
50,0,270,0,10,232,"in"
20,0,290,10,2,229,"in"
20,0,220,10,8,232,"in"
100,0,190,10,12,233,"in"
20,0,200,10,12,233,"in"
160,0.1,200,10,8,233,"in"
40,0.1,300,10,4,221,"in"
70,0.1,220,10,12,233,"in"
40,0.1,240,0,14,231,"in"
20,0,220,10,8,232,"in"
20,0,310,10,2,231,"in"
20,0.1,300,10,4,232,"in"
10,0,290,10,4,104,"in"
140,0,210,10,8,233,"in"
20,0,300,10,2,211,"in"
0,0,290,10,2,205,"in"
20,0,190,10,12,232,"in"
120,0,300,10,2,231,"in"
10,0,270,10,4,233,"in"
30,0,260,20,4,233,"in"
20,0.1,290,0,6,233,"in"
110,0.2,300,10,4,231,"in"
80,0.1,300,10,4,233,"in"
10,0.1,280,10,4,227,"in"
20,0.1,290,10,4,223,"in"
10,0,290,10,0,233,"in"
170,0.2,290,10,4,228,"in"
140,0,200,10,10,233,"in"
40,0,310,10,4,232,"in"
40,0,290,10,4,233,"in"
30,0,210,10,12,233,"in"
150,0,300,10,2,229,"in"
260,0.1,300,10,2,232,"in"
20,0,280,10,6,208,"in"
20,0,290,10,2,229,"in"
0,0,320,10,0,229,"in"
60,0,250,10,10,233,"in"
50,0.1,300,10,2,223,"in"
110,0.1,200,10,10,231,"in"
100,0,180,10,12,233,"in"
200,0,230,10,6,233,"in"
30,0,210,10,8,232,"in"
260,0.2,300,10,2,233,"in"
20,0,250,10,10,225,"in"
20,0.1,290,10,2,218,"in"
20,0,250,10,10,225,"in"
20,0,250,10,10,225,"in"
10,0,320,10,0,227,"in"
80,0,290,10,4,233,"in"
50,0.1,270,10,8,227,"in"
310,0,180,10,12,233,"in"
80,0,300,10,0,233,"in"
230,0,210,10,12,233,"in"
20,0,200,10,14,233,"in"
0,0,300,10,0,201,"in"
200,0,200,10,12,233,"in"
30,0,190,10,10,232,"in"
140,0,200,10,10,233,"in"
20,0,270,10,8,233,"in"
60,0.1,300,0,6,233,"in"
110,0,190,10,10,233,"in"
80,0.1,310,0,4,232,"in"
90,0,220,10,6,232,"in"
210,0.1,300,10,2,231,"in"
70,0.2,250,10,8,233,"in"
100,0,190,10,12,233,"in"
240,0.2,300,10,2,232,"in"
180,0,270,10,4,232,"in"
60,0,190,10,10,230,"in"
20,0.1,280,10,4,233,"in"
110,0.1,300,10,4,226,"in"
110,0,190,10,10,233,"in"
10,0,290,10,0,233,"in"
20,0,250,10,10,225,"in"
10,0,320,10,2,233,"in"
130,0,180,10,12,233,"in"
10,0,320,10,0,227,"in"
180,0.1,290,10,4,228,"in"
80,0,290,10,4,233,"in"
30,0,310,10,2,233,"in"
0,0,260,10,10,208,"in"
90,0.1,300,10,2,226,"in"
40,0,300,10,4,233,"in"
90,0.1,310,10,4,233,"in"
140,0.2,290,10,4,233,"in"
40,0,300,10,2,230,"in"
30,0,310,10,2,233,"in"
30,0,220,10,6,232,"in"
0,0.1,300,10,0,232,"in"
10,0,300,10,4,210,"in"
10,0,290,10,0,233,"in"
140,0,210,10,8,233,"in"
80,0,240,10,8,223,"in"
180,0,270,10,4,232,"in"
40,0,220,10,14,232,"in"
140,0,210,10,8,233,"in"
20,0,220,10,8,232,"in"
50,0.1,300,10,2,223,"in"
20,0,310,10,0,223,"in"
0,0,270,10,8,231,"in"
70,0.1,220,10,12,233,"in"
20,0,280,10,4,231,"in"
190,0,240,10,10,232,"in"
10,0,300,10,2,166,"in"
30,0,210,10,8,232,"in"
40,0,300,10,0,231,"in"
60,0,250,10,10,233,"in"
80,0,300,10,0,233,"in"
110,0.4,250,10,4,229,"in"
250,0.1,300,10,2,231,"in"
280,0,300,10,2,230,"in"
30,0,220,10,6,232,"in"
20,0,300,10,4,220,"in"
40,0.1,300,10,4,221,"in"
50,0.1,260,10,8,230,"in"
40,0.1,300,10,2,211,"in"
20,0.1,280,10,4,233,"in"
10,0,220,10,6,232,"in"
0,0,270,10,8,231,"in"
40,0,190,10,10,232,"in"
10,0,320,10,2,233,"in"
30,0,310,10,4,230,"in"
10,0,270,10,8,222,"in"
80,0.1,310,0,4,232,"in"
0,0,250,10,10,233,"in"
10,0,270,0,10,226,"in"
30,0,300,10,4,230,"in"
70,0.1,220,10,12,233,"in"
20,0,260,10,4,233,"in"
10,0,260,10,10,183,"in"
100,0,210,10,8,233,"in"
80,0.2,300,10,4,227,"in"
0,0,260,10,8,231,"in"
80,0,300,10,0,233,"in"
90,0.1,310,10,4,233,"in"
70,0.1,300,0,6,231,"in"
80,0,190,10,10,233,"in"
250,0.1,300,10,2,231,"in"
40,0,260,10,4,233,"in"
10,0.2,300,10,4,225,"in"
40,0,280,10,6,230,"in"
40,0,220,10,8,233,"in"
180,0,270,10,4,232,"in"
20,0.1,280,10,4,233,"in"
10,0,260,10,8,217,"in"
10,0.1,280,10,4,227,"in"
160,0.1,200,10,8,233,"in"
70,0.1,240,0,12,232,"in"
80,0,300,10,0,233,"in"
50,0,290,10,6,233,"in"
40,0.1,310,0,4,233,"in"
50,0.1,300,10,2,223,"in"
10,0,260,10,10,183,"in"
300,0.1,300,10,4,233,"in"
200,0.2,220,10,6,229,"in"
10,0,220,10,10,233,"in"
20,0,270,10,8,233,"in"
50,0,220,10,8,233,"in"
90,0.1,310,10,4,233,"in"
80,0.1,300,10,2,218,"in"
70,0,190,10,10,233,"in"
60,0,300,10,2,233,"in"
70,0.2,300,10,4,229,"in"
20,0,290,10,4,227,"in"
40,0.1,230,10,14,233,"in"
50,0.1,300,10,2,223,"in"
0,0,260,10,10,208,"in"
170,0,260,10,4,233,"in"
160,0.2,290,10,4,232,"in"
70,0.1,300,0,6,231,"in"
0,0,300,10,4,231,"in"
10,0.1,310,10,2,230,"in"
300,0.1,300,10,4,233,"in"
50,0.1,300,10,2,223,"in"
30,0,200,10,14,233,"in"
20,0,220,10,8,232,"in"
140,0.2,290,10,4,233,"in"
80,0,300,10,0,233,"in"
250,0.1,190,10,10,233,"in"
30,0.1,300,10,2,231,"in"
0,0,300,10,4,231,"in"
30,0,300,10,0,231,"in"
110,0.1,200,10,10,231,"in"
20,0,220,10,8,232,"in"
10,0,290,10,8,227,"in"
30,0,310,0,2,231,"in"
70,0.1,300,10,4,231,"in"
90,0.1,300,10,2,226,"in"
20,0,260,10,10,208,"in"
40,0.1,230,10,14,233,"in"
170,0.1,230,10,10,233,"in"
70,0.1,240,0,12,232,"in"
20,0.1,300,10,4,232,"in"
10,0.1,280,10,6,229,"in"
10,0.1,290,10,6,211,"in"
80,0.2,300,10,4,227,"in"
30,0,260,20,4,233,"in"
190,0,220,10,6,233,"in"
30,0.1,290,0,6,232,"in"
80,0,240,10,8,223,"in"
20,0,250,10,10,225,"in"
170,0,260,10,4,233,"in"
20,0,200,10,14,233,"in"
0,0,290,10,2,205,"in"
30,0,260,20,4,233,"in"
60,0.2,300,10,4,232,"in"
40,0.1,310,10,4,233,"in"
90,0,220,10,6,232,"in"
30,0.1,300,10,2,231,"in"
210,0.1,300,10,2,231,"in"
20,0,220,10,12,231,"in"
0,0,320,10,2,233,"in"
70,0.1,240,0,12,232,"in"
20,0,290,10,8,232,"in"
10,0,290,10,8,227,"in"
10,0,320,0,0,233,"in"
40,0,220,10,12,233,"in"
0,0,310,0,2,233,"in"
40,0,300,10,2,230,"in"
160,0.1,210,10,8,233,"in"
20,0.1,300,10,2,231,"in"
30,0,310,10,2,233,"in"
180,0.1,290,10,4,228,"in"
110,0,210,10,8,232,"in"
10,0.1,280,10,4,227,"in"
90,0.1,300,10,4,230,"in"
30,0.1,300,10,2,231,"in"
0,0,250,10,10,233,"in"
110,0.2,290,10,4,232,"in"
170,0.1,240,10,8,230,"in"
100,0,180,10,12,233,"in"
0,0,310,0,2,233,"in"
70,0.1,250,10,8,232,"in"
140,0,210,10,8,233,"in"
10,0,270,10,4,233,"in"
100,0,180,10,12,233,"in"
50,0,270,0,10,232,"in"
10,0.1,290,10,6,211,"in"
0,0,310,10,0,223,"in"
80,0,290,10,4,233,"in"
10,0,270,10,10,221,"in"
10,0,300,10,2,166,"in"
20,0,220,10,12,231,"in"
40,0.1,230,10,14,233,"in"
20,0.1,290,0,6,233,"in"
0,0,270,10,10,233,"in"
0,0,320,0,0,232,"in"
180,0.1,290,10,4,228,"in"
310,0,180,10,12,233,"in"
70,0.2,260,10,8,232,"in"
30,0,310,10,4,230,"in"
90,0.1,300,10,4,230,"in"
30,0,270,0,10,233,"in"
30,0,210,10,12,233,"in"
280,0,240,10,6,226,"in"
60,0,190,10,10,230,"in"
250,0.2,300,10,2,232,"in"
160,0.2,300,10,4,233,"in"
30,0.2,280,10,4,233,"in"
180,0,190,10,12,233,"in"
80,0,240,10,8,223,"in"
0,0,290,10,2,205,"in"
30,0,190,10,10,232,"in"
70,0.2,300,10,4,229,"in"
130,0.2,240,10,4,232,"in"
100,0.2,300,10,4,228,"in"
20,0,260,10,10,208,"in"
140,0.2,300,10,4,231,"in"
20,0,280,10,4,231,"in"
30,0,250,10,10,230,"in"
70,0.1,280,10,6,232,"in"
250,0.1,190,10,10,233,"in"
30,0,300,10,0,231,"in"
10,0.1,290,10,6,211,"in"
0,0,280,10,4,176,"in"
70,0.1,280,10,6,232,"in"
170,0.1,230,10,10,233,"in"
20,0,290,10,6,229,"in"
260,0.2,300,10,2,233,"in"
30,0,210,10,8,232,"in"
0,0,320,0,0,232,"in"
20,0,280,10,4,231,"in"
240,0.2,300,10,2,232,"in"
20,0,260,10,4,233,"in"
10,0,220,10,10,233,"in"
130,0,210,10,8,233,"in"
80,0.1,310,0,4,232,"in"
10,0,220,10,6,232,"in"
0,0,320,10,0,229,"in"
40,0.1,260,10,8,207,"in"
0,0.1,310,10,2,224,"in"
30,0,270,10,10,232,"in"
10,0,270,10,10,221,"in"
50,0,300,0,6,233,"in"
70,0.2,260,10,8,232,"in"
0,0.1,320,10,0,233,"in"
50,0,270,10,4,233,"in"
20,0,310,10,2,231,"in"
100,0.2,300,10,4,228,"in"
10,0,280,10,4,219,"in"
90,0.1,300,10,4,230,"in"
50,0.1,300,10,4,232,"in"
20,0,220,10,8,232,"in"
20,0,240,10,10,233,"in"
10,0,290,10,2,216,"in"
10,0,290,10,0,233,"in"
30,0,270,0,10,233,"in"
10,0,290,10,2,216,"in"
80,0,190,10,10,233,"in"
20,0.1,290,10,6,233,"in"
80,0.1,300,10,2,218,"in"
10,0,290,10,4,104,"in"
120,0,300,10,2,231,"in"
40,0,290,10,4,233,"in"
120,0,300,10,2,231,"in"
20,0,240,10,10,233,"in"
0,0,310,10,2,215,"in"
20,0.1,300,10,2,231,"in"
20,0,290,10,2,229,"in"
290,0.3,220,10,8,231,"in"
0,0,340,10,0,232,"in"
160,0.1,310,10,2,228,"in"
70,0,190,10,10,233,"in"
50,0,300,10,4,231,"in"
170,0,260,10,4,233,"in"
30,0,300,10,0,231,"in"
100,0.2,300,10,4,228,"in"
80,0.1,300,10,4,233,"in"
40,0,300,10,4,233,"in"
170,0,190,10,12,233,"in"
0,0,310,0,2,233,"in"
30,0,220,10,12,232,"in"
40,0,250,10,10,232,"in"
140,0,200,10,10,233,"in"
30,0,210,10,8,232,"in"
60,0.2,300,10,4,232,"in"
30,0,270,10,10,232,"in"
200,0,230,10,6,233,"in"
60,0.1,300,10,4,227,"in"
280,0,300,10,2,230,"in"
70,0.1,250,10,8,232,"in"
80,0.2,300,10,4,227,"in"
80,0,290,10,4,233,"in"
30,0,310,10,2,233,"in"
250,0.1,190,10,10,233,"in"
50,0,250,10,10,233,"in"
50,0.1,260,10,8,230,"in"
20,0.1,280,10,6,231,"in"
0,0,270,10,8,231,"in"
10,0,290,10,0,233,"in"
130,0.2,240,10,4,232,"in"
20,0.1,280,10,6,231,"in"
20,0,290,10,4,227,"in"
0,0.1,310,10,2,224,"in"
100,0,210,10,12,230,"in"
220,0.2,300,10,4,231,"in"
50,0.1,300,0,6,233,"in"
20,0,260,10,4,233,"in"
70,0.1,300,10,2,230,"in"
300,0.1,300,10,4,233,"in"
70,0.1,250,10,8,232,"in"
140,0,210,10,8,233,"in"
10,0,270,10,10,221,"in"
20,0.1,280,10,4,233,"in"
30,0,310,10,4,230,"in"
20,0.1,280,10,4,233,"in"
80,0,300,10,0,233,"in"
220,0.2,300,10,4,231,"in"
30,0.1,300,10,2,231,"in"
50,0.1,300,10,4,232,"in"
200,0.2,220,10,6,229,"in"
10,0,270,10,10,221,"in"
140,0.2,300,10,4,231,"in"
170,0.2,290,10,4,228,"in"
30,0,190,10,10,232,"in"
30,0.1,300,10,2,231,"in"
250,0.2,300,10,2,232,"in"
40,0,200,10,8,233,"in"
20,0,190,10,12,232,"in"
10,0,200,10,12,231,"in"
40,0.1,300,10,2,211,"in"
30,0,300,10,0,231,"in"
70,0.1,240,0,12,232,"in"
110,0.2,290,10,4,232,"in"
250,0.1,300,10,2,231,"in"
300,0.1,300,10,4,233,"in"
170,0.2,290,10,4,228,"in"
40,0.1,230,10,14,233,"in"
10,0,290,10,6,142,"in"
30,0.2,280,10,4,233,"in"
40,0.1,240,0,14,231,"in"
20,0,250,10,10,225,"in"
10,0.1,310,10,2,230,"in"
30,0,200,10,14,233,"in"
110,0.2,300,10,4,231,"in"
30,0.1,300,10,2,231,"in"
30,0,220,10,6,232,"in"
120,0,300,10,2,231,"in"
120,0,230,10,6,233,"in"
10,0.1,300,10,2,217,"in"
100,0,190,10,12,233,"in"
130,0,190,10,10,233,"in"
140,0.2,300,10,4,231,"in"
40,0.1,230,10,14,233,"in"
50,0,250,10,10,233,"in"
30,0.1,300,10,4,230,"in"
40,0,250,10,10,232,"in"
20,0,190,10,10,226,"in"
0,0,290,10,6,188,"in"
60,0,250,10,10,233,"in"
100,0.1,300,10,4,229,"in"
20,0,270,10,10,230,"in"
10,0,290,10,0,233,"in"
100,0.1,300,10,4,229,"in"
70,0.2,250,10,8,233,"in"
50,0.1,300,10,4,232,"in"
60,0,180,10,12,233,"in"
260,0,260,10,4,233,"in"
310,0,180,10,12,233,"in"
40,0,310,10,4,232,"in"
20,0,310,10,2,231,"in"
340,0,300,10,2,233,"in"
160,0.2,290,10,4,232,"in"
110,0.2,290,10,4,232,"in"
10,0,300,10,2,166,"in"
20,0.1,300,10,4,232,"in"
120,0,230,10,6,233,"in"
230,0,250,20,4,227,"in"
20,0,220,10,8,232,"in"
100,0.1,300,10,4,229,"in"
10,0,280,10,4,219,"in"
110,0.1,300,10,4,226,"in"
130,0,190,10,10,233,"in"
40,0.1,260,10,8,207,"in"
30,0,290,10,6,203,"in"
60,0.2,300,10,4,232,"in"
90,0.1,310,10,4,233,"in"
20,0,290,10,2,229,"in"
80,0,200,10,12,233,"in"
40,0,310,10,4,232,"in"
80,0,190,10,10,233,"in"
20,0,310,0,4,233,"in"
30,0.2,280,10,4,233,"in"
40,0,260,10,4,233,"in"
50,0,270,0,10,232,"in"
20,0,300,10,0,208,"in"
90,0,190,10,10,233,"in"
40,0,190,10,10,232,"in"
30,0,310,0,2,231,"in"
100,0.1,300,10,2,229,"in"
30,0,220,10,12,232,"in"
40,0,290,10,4,233,"in"
50,0.1,300,10,4,232,"in"
20,0,290,10,8,232,"in"
260,0,260,10,4,233,"in"
10,0,270,10,10,221,"in"
10,0,200,10,12,231,"in"
30,0,290,10,6,203,"in"
260,0.1,300,10,2,232,"in"
20,0,250,10,10,225,"in"
160,0.1,310,10,2,228,"in"
260,0.1,280,10,4,232,"in"
60,0.1,300,10,4,227,"in"
10,0,200,10,12,231,"in"
70,0.1,280,10,6,232,"in"
50,0,220,10,8,233,"in"
120,0,230,10,6,233,"in"
230,0,210,10,12,233,"in"
200,0,200,10,12,233,"in"
20,0,310,0,4,233,"in"
260,0,260,10,4,233,"in"
20,0,200,10,14,233,"in"
190,0,220,10,6,233,"in"
20,0,270,10,10,230,"in"
10,0,200,10,14,233,"in"
40,0,220,10,8,233,"in"
20,0,290,10,2,229,"in"
